year,county,stage,station_id,yield_bu_acre,acres_planted,acres_harvested,production_bu,harvest_efficiency,opt_temp_min,opt_temp_max,opt_precip,stage_duration_days,stage_start_date,stage_end_date,days_with_data,expected_days,data_completeness,PRCP_total,PRCP_avg,PRCP_max,TAVG_avg,TMAX_avg,TMIN_avg,TMAX_max,TMIN_min,SNOW_total,SNWD_avg,SNWD_max,AWND_avg,WT03_count,WT05_count,WT10_count,WT11_count,temp_deviation,temp_stress_indicator,cold_stress_flag,heat_stress_flag,precip_deviation,drought_risk_flag,flood_risk_flag,water_stress_indicator,total_extreme_weather_days,hail_events,tornado_events,high_wind_events,thunder_events,critical_hail_reproductive,GDD
2020,GREENE,germination,USW00093815,54.8,64400,64000,3507000,99.38,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.029999999999999,0.218695652173913,1.75,63.34782608695652,73.08695652173913,54.56521739130435,88.0,34.0,0.0,0.0,0.0,9.346086956521736,6,0,0,0,45.85,2.167,0,1,44.97,1,0,0.599,6,0,0,0,6,0,32.28
2020,GREENE,vegetative,USW00093815,54.8,64400,64000,3507000,99.38,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,3.13,0.06387755102040817,1.24,75.91836734693878,86.85714285714286,65.24489795918367,95.0,51.0,0.0,0.0,0.0,7.8336734693877546,14,0,0,0,50.92,1.531,0,1,96.87,1,0,0.669,14,0,0,0,14,0,37.62
2020,GREENE,reproductive,USW00093815,54.8,64400,64000,3507000,99.38,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,7.5600000000000005,0.09219512195121952,1.66,69.5609756097561,80.71951219512195,59.09756097560975,92.0,37.0,0.0,0.0,0.0,7.408658536585367,13,0,0,0,44.56,1.484,0,1,117.44,1,0,0.64,13,0,0,0,13,0,34.55
2020,HANCOCK,germination,USW00014838,55.7,139000,138200,7698000,99.42,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.8100000000000005,0.2526086956521739,2.33,63.08695652173913,73.1304347826087,53.0,89.0,31.0,0.0,0.0,0.0,7.644782608695652,5,0,0,0,45.59,2.154,0,1,44.19,1,0,0.584,5,0,0,0,5,0,31.5
2020,HANCOCK,vegetative,USW00014838,55.7,139000,138200,7698000,99.42,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,4.84,0.09877551020408162,1.34,76.08163265306122,87.34693877551021,65.28571428571429,97.0,50.0,0.0,0.0,0.0,6.5377551020408164,11,0,0,0,51.08,1.536,0,1,95.16,1,0,0.652,11,0,0,0,11,0,37.64
2020,HANCOCK,reproductive,USW00014838,55.7,139000,138200,7698000,99.42,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,10.440000000000001,0.1273170731707317,1.57,69.46341463414635,80.09756097560975,59.670731707317074,94.0,39.0,0.0,0.0,0.0,5.7717073170731705,15,0,0,0,44.46,1.481,0,1,114.56,1,0,0.616,15,0,0,0,15,0,34.84
2020,HARDIN,germination,USW00093815,57.7,122500,121900,7034000,99.51,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.029999999999999,0.218695652173913,1.75,63.34782608695652,73.08695652173913,54.56521739130435,88.0,34.0,0.0,0.0,0.0,9.346086956521736,6,0,0,0,45.85,2.167,0,1,44.97,1,0,0.599,6,0,0,0,6,0,32.28
2020,HARDIN,vegetative,USW00093815,57.7,122500,121900,7034000,99.51,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,3.13,0.06387755102040817,1.24,75.91836734693878,86.85714285714286,65.24489795918367,95.0,51.0,0.0,0.0,0.0,7.8336734693877546,14,0,0,0,50.92,1.531,0,1,96.87,1,0,0.669,14,0,0,0,14,0,37.62
2020,HARDIN,reproductive,USW00093815,57.7,122500,121900,7034000,99.51,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,7.5600000000000005,0.09219512195121952,1.66,69.5609756097561,80.71951219512195,59.09756097560975,92.0,37.0,0.0,0.0,0.0,7.408658536585367,13,0,0,0,44.56,1.484,0,1,117.44,1,0,0.64,13,0,0,0,13,0,34.55
2020,HENRY,germination,USW00014838,51.6,103500,102800,5304000,99.32,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.8100000000000005,0.2526086956521739,2.33,63.08695652173913,73.1304347826087,53.0,89.0,31.0,0.0,0.0,0.0,7.644782608695652,5,0,0,0,45.59,2.154,0,1,44.19,1,0,0.584,5,0,0,0,5,0,31.5
2020,HENRY,vegetative,USW00014838,51.6,103500,102800,5304000,99.32,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,4.84,0.09877551020408162,1.34,76.08163265306122,87.34693877551021,65.28571428571429,97.0,50.0,0.0,0.0,0.0,6.5377551020408164,11,0,0,0,51.08,1.536,0,1,95.16,1,0,0.652,11,0,0,0,11,0,37.64
2020,HENRY,reproductive,USW00014838,51.6,103500,102800,5304000,99.32,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,10.440000000000001,0.1273170731707317,1.57,69.46341463414635,80.09756097560975,59.670731707317074,94.0,39.0,0.0,0.0,0.0,5.7717073170731705,15,0,0,0,44.46,1.481,0,1,114.56,1,0,0.616,15,0,0,0,15,0,34.84
2020,HIGHLAND,germination,USW00093814,52.6,109500,108900,5725000,99.45,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,3.54,0.15391304347826087,0.88,62.52173913043478,72.65217391304348,52.869565217391305,90.0,32.0,0.0,0.0,0.0,8.471739130434782,3,0,0,0,45.02,2.126,0,1,46.46,1,0,0.629,3,0,0,0,3,0,31.43
2020,HIGHLAND,vegetative,USW00093814,52.6,109500,108900,5725000,99.45,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,3.45,0.07040816326530612,0.73,74.22448979591837,85.06122448979592,63.46938775510204,94.0,49.0,0.0,0.0,0.0,7.313469387755102,14,0,0,0,49.22,1.474,0,1,96.55,1,0,0.666,14,0,0,0,14,0,36.73
2020,HIGHLAND,reproductive,USW00093814,52.6,109500,108900,5725000,99.45,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,8.350000000000001,0.10182926829268295,1.89,68.63414634146342,79.21951219512195,58.670731707317074,95.0,38.0,0.0,0.0,0.0,7.264634146341464,11,1,0,0,43.63,1.451,0,1,116.65,1,0,0.633,12,1,0,0,11,1,34.34
2020,HURON,germination,USW00014820,53.5,114000,113300,6062000,99.39,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.49,0.23869565217391306,2.51,,72.73913043478261,52.608695652173914,87.0,29.0,0.0,,,7.702608695652175,4,0,0,0,,,0,0,44.51,1,0,0.59,4,0,0,0,4,0,31.3
2020,HURON,vegetative,USW00014820,53.5,114000,113300,6062000,99.39,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,3.79,0.0773469387755102,0.76,,86.0204081632653,63.734693877551024,95.0,49.0,0.0,,,6.409183673469388,8,0,0,0,,,0,0,96.21,1,0,0.662,8,0,0,0,8,0,36.87
2020,HURON,reproductive,USW00014820,53.5,114000,113300,6062000,99.39,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,6.380000000000001,0.0778048780487805,1.25,,80.28048780487805,57.926829268292686,93.0,38.0,0.0,,,6.312682926829268,10,0,0,0,,,0,0,118.62,1,0,0.649,10,0,0,0,10,0,33.96
2020,KNOX,germination,USW00014821,52.9,57600,57300,3031000,99.48,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,4.49,0.19521739130434784,1.72,63.95652173913044,73.26086956521739,55.95652173913044,87.0,33.0,0.0,0.0,0.0,8.276521739130434,6,0,0,0,46.46,2.198,0,1,45.51,1,0,0.61,6,0,0,0,6,0,32.98
2020,KNOX,vegetative,USW00014821,52.9,57600,57300,3031000,99.48,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,5.369999999999999,0.10959183673469386,1.21,76.18367346938776,86.93877551020408,65.59183673469387,95.0,53.0,0.0,0.0,0.0,7.094489795918369,17,0,0,0,51.18,1.539,0,1,94.63,1,0,0.646,17,0,0,0,17,0,37.8
2020,KNOX,reproductive,USW00014821,52.9,57600,57300,3031000,99.48,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,9.66,0.1178048780487805,2.0,70.26829268292683,80.45121951219512,60.8780487804878,92.0,37.0,0.0,0.0,0.0,6.421341463414635,16,0,0,0,45.27,1.51,0,1,115.34,1,0,0.623,16,0,0,0,16,0,35.44
2020,LICKING,germination,USW00014821,53.6,69900,69400,3720000,99.28,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,4.49,0.19521739130434784,1.72,63.95652173913044,73.26086956521739,55.95652173913044,87.0,33.0,0.0,0.0,0.0,8.276521739130434,6,0,0,0,46.46,2.198,0,1,45.51,1,0,0.61,6,0,0,0,6,0,32.98
2020,LICKING,vegetative,USW00014821,53.6,69900,69400,3720000,99.28,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,5.369999999999999,0.10959183673469386,1.21,76.18367346938776,86.93877551020408,65.59183673469387,95.0,53.0,0.0,0.0,0.0,7.094489795918369,17,0,0,0,51.18,1.539,0,1,94.63,1,0,0.646,17,0,0,0,17,0,37.8
2020,LICKING,reproductive,USW00014821,53.6,69900,69400,3720000,99.28,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,9.66,0.1178048780487805,2.0,70.26829268292683,80.45121951219512,60.8780487804878,92.0,37.0,0.0,0.0,0.0,6.421341463414635,16,0,0,0,45.27,1.51,0,1,115.34,1,0,0.623,16,0,0,0,16,0,35.44
2020,LOGAN,germination,USW00093815,58.1,89000,88400,5136000,99.33,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.029999999999999,0.218695652173913,1.75,63.34782608695652,73.08695652173913,54.56521739130435,88.0,34.0,0.0,0.0,0.0,9.346086956521736,6,0,0,0,45.85,2.167,0,1,44.97,1,0,0.599,6,0,0,0,6,0,32.28
2020,LOGAN,vegetative,USW00093815,58.1,89000,88400,5136000,99.33,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,3.13,0.06387755102040817,1.24,75.91836734693878,86.85714285714286,65.24489795918367,95.0,51.0,0.0,0.0,0.0,7.8336734693877546,14,0,0,0,50.92,1.531,0,1,96.87,1,0,0.669,14,0,0,0,14,0,37.62
2020,LOGAN,reproductive,USW00093815,58.1,89000,88400,5136000,99.33,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,7.5600000000000005,0.09219512195121952,1.66,69.5609756097561,80.71951219512195,59.09756097560975,92.0,37.0,0.0,0.0,0.0,7.408658536585367,13,0,0,0,44.56,1.484,0,1,117.44,1,0,0.64,13,0,0,0,13,0,34.55
2020,LORAIN,germination,USW00014820,49.3,60000,59700,2943000,99.5,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.49,0.23869565217391306,2.51,,72.73913043478261,52.608695652173914,87.0,29.0,0.0,,,7.702608695652175,4,0,0,0,,,0,0,44.51,1,0,0.59,4,0,0,0,4,0,31.3
2020,LORAIN,vegetative,USW00014820,49.3,60000,59700,2943000,99.5,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,3.79,0.0773469387755102,0.76,,86.0204081632653,63.734693877551024,95.0,49.0,0.0,,,6.409183673469388,8,0,0,0,,,0,0,96.21,1,0,0.662,8,0,0,0,8,0,36.87
2020,LORAIN,reproductive,USW00014820,49.3,60000,59700,2943000,99.5,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,6.380000000000001,0.0778048780487805,1.25,,80.28048780487805,57.926829268292686,93.0,38.0,0.0,,,6.312682926829268,10,0,0,0,,,0,0,118.62,1,0,0.649,10,0,0,0,10,0,33.96
2020,LUCAS,germination,USW00014838,51.1,27700,27600,1410000,99.64,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.8100000000000005,0.2526086956521739,2.33,63.08695652173913,73.1304347826087,53.0,89.0,31.0,0.0,0.0,0.0,7.644782608695652,5,0,0,0,45.59,2.154,0,1,44.19,1,0,0.584,5,0,0,0,5,0,31.5
2020,LUCAS,vegetative,USW00014838,51.1,27700,27600,1410000,99.64,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,4.84,0.09877551020408162,1.34,76.08163265306122,87.34693877551021,65.28571428571429,97.0,50.0,0.0,0.0,0.0,6.5377551020408164,11,0,0,0,51.08,1.536,0,1,95.16,1,0,0.652,11,0,0,0,11,0,37.64
2020,LUCAS,reproductive,USW00014838,51.1,27700,27600,1410000,99.64,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,10.440000000000001,0.1273170731707317,1.57,69.46341463414635,80.09756097560975,59.670731707317074,94.0,39.0,0.0,0.0,0.0,5.7717073170731705,15,0,0,0,44.46,1.481,0,1,114.56,1,0,0.616,15,0,0,0,15,0,34.84
2020,MADISON,germination,USW00014821,53.6,129000,128400,6882000,99.53,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,4.49,0.19521739130434784,1.72,63.95652173913044,73.26086956521739,55.95652173913044,87.0,33.0,0.0,0.0,0.0,8.276521739130434,6,0,0,0,46.46,2.198,0,1,45.51,1,0,0.61,6,0,0,0,6,0,32.98
2020,MADISON,vegetative,USW00014821,53.6,129000,128400,6882000,99.53,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,5.369999999999999,0.10959183673469386,1.21,76.18367346938776,86.93877551020408,65.59183673469387,95.0,53.0,0.0,0.0,0.0,7.094489795918369,17,0,0,0,51.18,1.539,0,1,94.63,1,0,0.646,17,0,0,0,17,0,37.8
2020,MADISON,reproductive,USW00014821,53.6,129000,128400,6882000,99.53,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,9.66,0.1178048780487805,2.0,70.26829268292683,80.45121951219512,60.8780487804878,92.0,37.0,0.0,0.0,0.0,6.421341463414635,16,0,0,0,45.27,1.51,0,1,115.34,1,0,0.623,16,0,0,0,16,0,35.44
2020,MAHONING,germination,USW00014852,49.4,17000,16900,835000,99.41,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,2.2800000000000002,0.0991304347826087,0.69,61.26086956521739,72.21739130434783,50.95652173913044,90.0,31.0,0.0,0.0,0.0,8.763478260869565,1,0,0,0,43.76,2.063,0,1,47.72,1,0,0.654,1,0,0,0,1,0,30.48
2020,MAHONING,vegetative,USW00014852,49.4,17000,16900,835000,99.41,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,7.66,0.1563265306122449,2.48,71.83673469387755,83.71428571428571,59.40816326530612,94.0,47.0,0.0,0.0,0.0,6.6565306122448975,16,0,0,0,46.84,1.395,0,1,92.34,1,0,0.623,16,0,0,0,16,0,34.7
2020,MAHONING,reproductive,USW00014852,49.4,17000,16900,835000,99.41,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,11.59,0.14134146341463413,2.42,66.3780487804878,77.64634146341463,55.74390243902439,90.0,34.0,0.0,0.0,0.0,6.432804878048782,13,0,0,0,41.38,1.371,0,1,113.41,1,0,0.607,13,0,0,0,13,0,32.87
2020,MARION,germination,USW00014821,58.1,109500,108900,6327000,99.45,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,4.49,0.19521739130434784,1.72,63.95652173913044,73.26086956521739,55.95652173913044,87.0,33.0,0.0,0.0,0.0,8.276521739130434,6,0,0,0,46.46,2.198,0,1,45.51,1,0,0.61,6,0,0,0,6,0,32.98
2020,MARION,vegetative,USW00014821,58.1,109500,108900,6327000,99.45,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,5.369999999999999,0.10959183673469386,1.21,76.18367346938776,86.93877551020408,65.59183673469387,95.0,53.0,0.0,0.0,0.0,7.094489795918369,17,0,0,0,51.18,1.539,0,1,94.63,1,0,0.646,17,0,0,0,17,0,37.8
2020,MARION,reproductive,USW00014821,58.1,109500,108900,6327000,99.45,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,9.66,0.1178048780487805,2.0,70.26829268292683,80.45121951219512,60.8780487804878,92.0,37.0,0.0,0.0,0.0,6.421341463414635,16,0,0,0,45.27,1.51,0,1,115.34,1,0,0.623,16,0,0,0,16,0,35.44
2020,MEDINA,germination,USW00014820,53.1,27300,27100,1439000,99.27,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.49,0.23869565217391306,2.51,,72.73913043478261,52.608695652173914,87.0,29.0,0.0,,,7.702608695652175,4,0,0,0,,,0,0,44.51,1,0,0.59,4,0,0,0,4,0,31.3
2020,MEDINA,vegetative,USW00014820,53.1,27300,27100,1439000,99.27,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,3.79,0.0773469387755102,0.76,,86.0204081632653,63.734693877551024,95.0,49.0,0.0,,,6.409183673469388,8,0,0,0,,,0,0,96.21,1,0,0.662,8,0,0,0,8,0,36.87
2020,MEDINA,reproductive,USW00014820,53.1,27300,27100,1439000,99.27,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,6.380000000000001,0.0778048780487805,1.25,,80.28048780487805,57.926829268292686,93.0,38.0,0.0,,,6.312682926829268,10,0,0,0,,,0,0,118.62,1,0,0.649,10,0,0,0,10,0,33.96
2020,MERCER,germination,USW00093815,58.9,103500,102800,6055000,99.32,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.029999999999999,0.218695652173913,1.75,63.34782608695652,73.08695652173913,54.56521739130435,88.0,34.0,0.0,0.0,0.0,9.346086956521736,6,0,0,0,45.85,2.167,0,1,44.97,1,0,0.599,6,0,0,0,6,0,32.28
2020,MERCER,vegetative,USW00093815,58.9,103500,102800,6055000,99.32,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,3.13,0.06387755102040817,1.24,75.91836734693878,86.85714285714286,65.24489795918367,95.0,51.0,0.0,0.0,0.0,7.8336734693877546,14,0,0,0,50.92,1.531,0,1,96.87,1,0,0.669,14,0,0,0,14,0,37.62
2020,MERCER,reproductive,USW00093815,58.9,103500,102800,6055000,99.32,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,7.5600000000000005,0.09219512195121952,1.66,69.5609756097561,80.71951219512195,59.09756097560975,92.0,37.0,0.0,0.0,0.0,7.408658536585367,13,0,0,0,44.56,1.484,0,1,117.44,1,0,0.64,13,0,0,0,13,0,34.55
2020,MIAMI,germination,USW00093815,60.2,80400,79900,4810000,99.38,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.029999999999999,0.218695652173913,1.75,63.34782608695652,73.08695652173913,54.56521739130435,88.0,34.0,0.0,0.0,0.0,9.346086956521736,6,0,0,0,45.85,2.167,0,1,44.97,1,0,0.599,6,0,0,0,6,0,32.28
2020,MIAMI,vegetative,USW00093815,60.2,80400,79900,4810000,99.38,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,3.13,0.06387755102040817,1.24,75.91836734693878,86.85714285714286,65.24489795918367,95.0,51.0,0.0,0.0,0.0,7.8336734693877546,14,0,0,0,50.92,1.531,0,1,96.87,1,0,0.669,14,0,0,0,14,0,37.62
2020,MIAMI,reproductive,USW00093815,60.2,80400,79900,4810000,99.38,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,7.5600000000000005,0.09219512195121952,1.66,69.5609756097561,80.71951219512195,59.09756097560975,92.0,37.0,0.0,0.0,0.0,7.408658536585367,13,0,0,0,44.56,1.484,0,1,117.44,1,0,0.64,13,0,0,0,13,0,34.55
2020,MONTGOMERY,germination,USW00093815,49.6,43400,43100,2138000,99.31,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.029999999999999,0.218695652173913,1.75,63.34782608695652,73.08695652173913,54.56521739130435,88.0,34.0,0.0,0.0,0.0,9.346086956521736,6,0,0,0,45.85,2.167,0,1,44.97,1,0,0.599,6,0,0,0,6,0,32.28
2020,MONTGOMERY,vegetative,USW00093815,49.6,43400,43100,2138000,99.31,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,3.13,0.06387755102040817,1.24,75.91836734693878,86.85714285714286,65.24489795918367,95.0,51.0,0.0,0.0,0.0,7.8336734693877546,14,0,0,0,50.92,1.531,0,1,96.87,1,0,0.669,14,0,0,0,14,0,37.62
2020,MONTGOMERY,reproductive,USW00093815,49.6,43400,43100,2138000,99.31,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,7.5600000000000005,0.09219512195121952,1.66,69.5609756097561,80.71951219512195,59.09756097560975,92.0,37.0,0.0,0.0,0.0,7.408658536585367,13,0,0,0,44.56,1.484,0,1,117.44,1,0,0.64,13,0,0,0,13,0,34.55
2020,MORROW,germination,USW00014821,55.7,76800,76300,4250000,99.35,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,4.49,0.19521739130434784,1.72,63.95652173913044,73.26086956521739,55.95652173913044,87.0,33.0,0.0,0.0,0.0,8.276521739130434,6,0,0,0,46.46,2.198,0,1,45.51,1,0,0.61,6,0,0,0,6,0,32.98
2020,MORROW,vegetative,USW00014821,55.7,76800,76300,4250000,99.35,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,5.369999999999999,0.10959183673469386,1.21,76.18367346938776,86.93877551020408,65.59183673469387,95.0,53.0,0.0,0.0,0.0,7.094489795918369,17,0,0,0,51.18,1.539,0,1,94.63,1,0,0.646,17,0,0,0,17,0,37.8
2020,MORROW,reproductive,USW00014821,55.7,76800,76300,4250000,99.35,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,9.66,0.1178048780487805,2.0,70.26829268292683,80.45121951219512,60.8780487804878,92.0,37.0,0.0,0.0,0.0,6.421341463414635,16,0,0,0,45.27,1.51,0,1,115.34,1,0,0.623,16,0,0,0,16,0,35.44
2020,OTTAWA,germination,USW00014838,49.6,57800,57500,2852000,99.48,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.8100000000000005,0.2526086956521739,2.33,63.08695652173913,73.1304347826087,53.0,89.0,31.0,0.0,0.0,0.0,7.644782608695652,5,0,0,0,45.59,2.154,0,1,44.19,1,0,0.584,5,0,0,0,5,0,31.5
2020,OTTAWA,vegetative,USW00014838,49.6,57800,57500,2852000,99.48,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,4.84,0.09877551020408162,1.34,76.08163265306122,87.34693877551021,65.28571428571429,97.0,50.0,0.0,0.0,0.0,6.5377551020408164,11,0,0,0,51.08,1.536,0,1,95.16,1,0,0.652,11,0,0,0,11,0,37.64
2020,OTTAWA,reproductive,USW00014838,49.6,57800,57500,2852000,99.48,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,10.440000000000001,0.1273170731707317,1.57,69.46341463414635,80.09756097560975,59.670731707317074,94.0,39.0,0.0,0.0,0.0,5.7717073170731705,15,0,0,0,44.46,1.481,0,1,114.56,1,0,0.616,15,0,0,0,15,0,34.84
2020,PAULDING,germination,USW00014838,49.0,114500,113900,5581000,99.48,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.8100000000000005,0.2526086956521739,2.33,63.08695652173913,73.1304347826087,53.0,89.0,31.0,0.0,0.0,0.0,7.644782608695652,5,0,0,0,45.59,2.154,0,1,44.19,1,0,0.584,5,0,0,0,5,0,31.5
2020,PAULDING,vegetative,USW00014838,49.0,114500,113900,5581000,99.48,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,4.84,0.09877551020408162,1.34,76.08163265306122,87.34693877551021,65.28571428571429,97.0,50.0,0.0,0.0,0.0,6.5377551020408164,11,0,0,0,51.08,1.536,0,1,95.16,1,0,0.652,11,0,0,0,11,0,37.64
2020,PAULDING,reproductive,USW00014838,49.0,114500,113900,5581000,99.48,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,10.440000000000001,0.1273170731707317,1.57,69.46341463414635,80.09756097560975,59.670731707317074,94.0,39.0,0.0,0.0,0.0,5.7717073170731705,15,0,0,0,44.46,1.481,0,1,114.56,1,0,0.616,15,0,0,0,15,0,34.84
2020,PICKAWAY,germination,USW00014821,53.0,118500,117700,6238000,99.32,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,4.49,0.19521739130434784,1.72,63.95652173913044,73.26086956521739,55.95652173913044,87.0,33.0,0.0,0.0,0.0,8.276521739130434,6,0,0,0,46.46,2.198,0,1,45.51,1,0,0.61,6,0,0,0,6,0,32.98
2020,PICKAWAY,vegetative,USW00014821,53.0,118500,117700,6238000,99.32,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,5.369999999999999,0.10959183673469386,1.21,76.18367346938776,86.93877551020408,65.59183673469387,95.0,53.0,0.0,0.0,0.0,7.094489795918369,17,0,0,0,51.18,1.539,0,1,94.63,1,0,0.646,17,0,0,0,17,0,37.8
2020,PICKAWAY,reproductive,USW00014821,53.0,118500,117700,6238000,99.32,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,9.66,0.1178048780487805,2.0,70.26829268292683,80.45121951219512,60.8780487804878,92.0,37.0,0.0,0.0,0.0,6.421341463414635,16,0,0,0,45.27,1.51,0,1,115.34,1,0,0.623,16,0,0,0,16,0,35.44
2020,PORTAGE,germination,USW00014820,49.5,18900,18800,931000,99.47,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.49,0.23869565217391306,2.51,,72.73913043478261,52.608695652173914,87.0,29.0,0.0,,,7.702608695652175,4,0,0,0,,,0,0,44.51,1,0,0.59,4,0,0,0,4,0,31.3
2020,PORTAGE,vegetative,USW00014820,49.5,18900,18800,931000,99.47,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,3.79,0.0773469387755102,0.76,,86.0204081632653,63.734693877551024,95.0,49.0,0.0,,,6.409183673469388,8,0,0,0,,,0,0,96.21,1,0,0.662,8,0,0,0,8,0,36.87
2020,PORTAGE,reproductive,USW00014820,49.5,18900,18800,931000,99.47,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,6.380000000000001,0.0778048780487805,1.25,,80.28048780487805,57.926829268292686,93.0,38.0,0.0,,,6.312682926829268,10,0,0,0,,,0,0,118.62,1,0,0.649,10,0,0,0,10,0,33.96
2020,PREBLE,germination,USW00093815,60.1,86500,85900,5163000,99.31,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.029999999999999,0.218695652173913,1.75,63.34782608695652,73.08695652173913,54.56521739130435,88.0,34.0,0.0,0.0,0.0,9.346086956521736,6,0,0,0,45.85,2.167,0,1,44.97,1,0,0.599,6,0,0,0,6,0,32.28
2020,PREBLE,vegetative,USW00093815,60.1,86500,85900,5163000,99.31,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,3.13,0.06387755102040817,1.24,75.91836734693878,86.85714285714286,65.24489795918367,95.0,51.0,0.0,0.0,0.0,7.8336734693877546,14,0,0,0,50.92,1.531,0,1,96.87,1,0,0.669,14,0,0,0,14,0,37.62
2020,PREBLE,reproductive,USW00093815,60.1,86500,85900,5163000,99.31,22,28,125,81,2020-07-21,2020-10-10,82,82,1.0,7.5600000000000005,0.09219512195121952,1.66,69.5609756097561,80.71951219512195,59.09756097560975,92.0,37.0,0.0,0.0,0.0,7.408658536585367,13,0,0,0,44.56,1.484,0,1,117.44,1,0,0.64,13,0,0,0,13,0,34.55
2020,PUTNAM,germination,USW00014838,53.1,134500,133600,7100000,99.33,15,20,50,22,2020-05-10,2020-06-01,23,23,1.0,5.8100000000000005,0.2526086956521739,2.33,63.08695652173913,73.1304347826087,53.0,89.0,31.0,0.0,0.0,0.0,7.644782608695652,5,0,0,0,45.59,2.154,0,1,44.19,1,0,0.584,5,0,0,0,5,0,31.5
2020,PUTNAM,vegetative,USW00014838,53.1,134500,133600,7100000,99.33,20,30,100,48,2020-06-02,2020-07-20,49,49,1.0,4.84,0.09877551020408162,1.34,76.08163265306122,87.34693877551021,65.28571428571429,97.0,50.0,0.0,0.0,0.0,6.5377551020408164,11,0,0,0,51.08,1.536,0,1,95.16,1,0,0.652,11,0,0,0,11,0,37.64
